techs,timesteps,nodes,sink_use_equals
demand_tech,2018-01-05 00:00:00,ESP_9,9765.970281074391
demand_tech,2018-01-05 03:00:00,ESP_1,5739.332906813885
demand_tech,2018-01-05 03:00:00,ESP_10,4454.081329237357
demand_tech,2018-01-05 03:00:00,ESP_11,10592.59251907454
demand_tech,2018-01-05 03:00:00,ESP_2,11285.220479117992
demand_tech,2018-01-05 03:00:00,ESP_3,2788.386719271466
demand_tech,2018-01-05 03:00:00,ESP_4,5596.458140317846
demand_tech,2018-01-05 03:00:00,ESP_5,3720.2017691791843
demand_tech,2018-01-05 03:00:00,ESP_6,13177.671861508941
demand_tech,2018-01-05 03:00:00,ESP_7,7645.968258514795
demand_tech,2018-01-05 03:00:00,ESP_8,4223.848101278722
demand_tech,2018-01-05 03:00:00,ESP_9,9121.080176549163
demand_tech,2018-01-05 06:00:00,ESP_1,6547.425512144708
demand_tech,2018-01-05 06:00:00,ESP_10,5404.930125665227
demand_tech,2018-01-05 06:00:00,ESP_11,12804.758907023079
demand_tech,2018-01-05 06:00:00,ESP_2,12090.330822554177
demand_tech,2018-01-05 06:00:00,ESP_3,3334.9196721478465
demand_tech,2018-01-05 06:00:00,ESP_4,6528.551011377216
demand_tech,2018-01-05 06:00:00,ESP_5,4130.830794897812
demand_tech,2018-01-05 06:00:00,ESP_6,15404.746572549113
demand_tech,2018-01-05 06:00:00,ESP_7,9490.50359710833
demand_tech,2018-01-05 06:00:00,ESP_8,4964.75817634955
demand_tech,2018-01-05 06:00:00,ESP_9,10732.551934044415
demand_tech,2018-01-05 09:00:00,ESP_1,7112.880122804428
demand_tech,2018-01-05 09:00:00,ESP_10,6059.040255012113
demand_tech,2018-01-05 09:00:00,ESP_11,14352.411393082712
demand_tech,2018-01-05 09:00:00,ESP_2,12631.965887522929
demand_tech,2018-01-05 09:00:00,ESP_3,3704.664499434256
demand_tech,2018-01-05 09:00:00,ESP_4,7201.321629501848
demand_tech,2018-01-05 09:00:00,ESP_5,4416.038693878952
demand_tech,2018-01-05 09:00:00,ESP_6,17150.68576754188
demand_tech,2018-01-05 09:00:00,ESP_7,11010.297285953922
demand_tech,2018-01-05 09:00:00,ESP_8,5455.495522020203
demand_tech,2018-01-05 09:00:00,ESP_9,11898.698497848449
demand_tech,2018-01-05 12:00:00,ESP_1,6096.756766705463
demand_tech,2018-01-05 12:00:00,ESP_10,4980.434394136461
demand_tech,2018-01-05 12:00:00,ESP_11,11640.798125789686
demand_tech,2018-01-05 12:00:00,ESP_2,11636.096004938801
demand_tech,2018-01-05 12:00:00,ESP_3,3036.477820105229
demand_tech,2018-01-05 12:00:00,ESP_4,5823.519142036506
demand_tech,2018-01-05 12:00:00,ESP_5,3864.651740448834
demand_tech,2018-01-05 12:00:00,ESP_6,13723.204655116508
demand_tech,2018-01-05 12:00:00,ESP_7,7449.687998921812
demand_tech,2018-01-05 12:00:00,ESP_8,4656.3633179024055
demand_tech,2018-01-05 12:00:00,ESP_9,9949.904427446661
demand_tech,2018-01-05 15:00:00,ESP_1,6632.210201833877
demand_tech,2018-01-05 15:00:00,ESP_10,5490.66717630723
demand_tech,2018-01-05 15:00:00,ESP_11,13016.683366573463
demand_tech,2018-01-05 15:00:00,ESP_2,12154.268496676515
demand_tech,2018-01-05 15:00:00,ESP_3,3376.849212096578
demand_tech,2018-01-05 15:00:00,ESP_4,6634.126326339621
demand_tech,2018-01-05 15:00:00,ESP_5,4163.023845847101
demand_tech,2018-01-05 15:00:00,ESP_6,15791.853653540507
demand_tech,2018-01-05 15:00:00,ESP_7,9775.664519605112
demand_tech,2018-01-05 15:00:00,ESP_8,5017.47089673084
demand_tech,2018-01-05 15:00:00,ESP_9,10920.96053216481
demand_tech,2018-01-05 18:00:00,ESP_1,5857.464270514345
