nodes,techs,carriers,flow_cap
ESP_3,wind_onshore_competing_NDL,electricity,1.6454314745052126e-05
ESP_3,wind_onshore_competing_PT,electricity,1.6211755331851906e-05
ESP_3,wind_onshore_monopoly_CN,electricity,9.360587081039285e-06
ESP_3,wind_onshore_monopoly_DE,electricity,1.0183941935645189e-05
ESP_3,wind_onshore_monopoly_ESP,electricity,1.0485150313455282e-05
ESP_3,wind_onshore_monopoly_FR,electricity,1.0301743574608399e-05
ESP_3,wind_onshore_monopoly_IND,electricity,9.345583872027694e-06
ESP_3,wind_onshore_monopoly_NDL,electricity,7.060039493716457e-06
ESP_3,wind_onshore_monopoly_PT,electricity,1.0336267757407992e-05
ESP_4,ESP_2_ESP_4_ac_ohl_transmission,electricity,2400.0
ESP_4,ESP_3_ESP_4_ac_ohl_transmission,electricity,7100.0
ESP_4,ESP_3_ESP_7_ac_ohl_transmission,electricity,10200.0
ESP_4,ESP_4_ESP_5_techs_ac_ohl_transmission,electricity,900.0
ESP_4,ESP_4_FRA_1_ac_ohl_mountain_transmission,electricity,1000.0
ESP_4,ESP_4_FRA_1_dc_subsea_transmission,electricity,2000.0
ESP_4,ESP_4_FRA_1_dc_underground_transmission,electricity,3500.0
ESP_4,Trade_Markets_ESP_4_natural_gas_transmission,natural_gas,732.3582209447595
ESP_4,battery_CN,electricity,116.44560925944107
ESP_4,battery_CZ,electricity,0.0025689875427022937
ESP_4,battery_ESP,electricity,0.00017012923525873657
ESP_4,battery_HU,electricity,0.0014505162452069097
ESP_4,battery_PL,electricity,0.00229907197111246
ESP_4,battery_US,electricity,0.0076729030824993025
ESP_4,biogas_to_electricity_supply_BEL,electricity,3.048703885779439e-05
ESP_4,biogas_to_electricity_supply_CAN,electricity,8.62185900178151e-07
ESP_4,biogas_to_electricity_supply_FR,electricity,7.447369825019826e-07
ESP_4,biogas_to_electricity_supply_FSM,electricity,1.4718536730306112e-06
ESP_4,biogas_to_electricity_supply_UK,electricity,1.062394661339611e-06
